Page,URL,Topic,Question,Answer,Label
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,Are there Outcomes focused on improved energy generation?,"Yes, there are. The Agenda intends to invest in the creation of a diverse set of energy generation sources to enable affordable access to electricity for 679 million unconnected people and improving quality of access to climate resilient energy systems for 1 billion underserved people.",r
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,How does the Adaptation Agenda address energy storage?,The Adaptation Agenda plans to drive building 585 GW of battery storage capacity and extension of transmission and distribution networks enable decentralised generation and consumption.,r
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,What is the current state of readiness?,"10,000 cities and 100 regional governments have evidence-based, actionable adaptation plans.   ",a
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,How will the Agenda tackle waste?,By increasing the use of waste as a secondary resource boost to the livelihoods of informal workers and reduce open waste burning by 60%. This would lower pollution levels and improving the health of local communities.,r
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,What will be done to preserve coastal ecosystems?,"The aim is to halt loss, protect and restore coral reefs to support people in tropical communities.",r
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,By what year is the Sharm El Sheikh Adaptation Agenda projected to be ready?   ,2030,r
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,Who are the High Level Champions?   ,Dr. Mahmoud Mohieldin and Nigel Topping,f
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,How many Adaptation Outcomes are there?,30,f
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,What is the priority of the COP 27 Presidency?   ,Resilience and Adaptation,r
Adaptation agenda,https://qutii.org/index.php/Adaptation_agenda,climate change,Who is Simon Stiell?   ,Executive Secretary of UN Climate Change,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change ,What’s the scientific evidence that Earth’s climate responds to changes in greenhouse gas levels?,Ice cores.,o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,Where is taken scientific information that show the signs of changing climate?,Modern equipment and natural sources all show the signs of a changing climate.  [1],f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What is happening to glaciers that make climate change an evidence?,"Glaciers are retreating almost everywhere around the world — including in the Alps, Himalayas, Andes, Rockies, Alaska, and Africa.[2]",o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How much does the carbon dioxide from human activities increases compared to the carbon dioxide from natural resources after the last Ice Age?,Carbon dioxide from human activities is increasing about 250 times faster than it did from natural sources after the last Ice Age.[3],a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What was the impact of climate change on the Arctic sea?,Both the extent and thickness of Arctic sea ice has declined rapidly over the several decades,o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,"In recent decades, how much did the ocean absorbed anthropogenic carbon dioxide emissions?",The ocean has absorbed between 20% and 30% of total anthropogenic carbon dioxide emissions in recent decades,a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How did human activities negatively impacted climate change?,Human activities have produced the atmospheric gases that have trapped more of the Sun’s energy in the Earth system.  [4],o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What are three evidences in nature that demonstrate the warming of the planet?,"Global temperature, the rise to melting ice sheets.",o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How much did sea levels effectively rise in the last century?,Global sea level rose about 8 inches in the century.[5],a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How can we demonstrate that warming is faster that before?,"Compared to the average rate of warming after last ice age, current warming is occurring roughly 10 times faster",s
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What’s the evidence of an accelerated deterioration in warming?,"Most of the warming occurred in the past 40 years, with the seven most recent years being the warmest",o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,Since when have scientist given evidence of the impact of carbon dioxide on nature?,Scientists demonstrated the heat-trapping nature of carbon dioxide and other gases in the mid-19th century,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How was demonstrated the impact of climate change on glaciers?,Satellite observations revealed that the amount of spring snow cover in the Northern Hemisphere has decreased over the past five decades and the snow is melting earlier,s
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What in nature did absorbed much of the increased heat?,The ocean has absorbed much of this increased heat. It’s an evidence that years 2016 and 2020 are tied for the warmest year on record with the top 100 meters of ocean showing warming of more than 0.6 degrees Fahrenheit,o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What the evidence of climate change in US temperatures?,"The number of record high temperature events in the United States has been increasing, while the number of record low-temperature events has been decreasing, since 1950  ",o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How does climate change observation demonstrates that warming is now an inevitable priority to care about?,"While Earth’s climate has changed throughout its history, the current warming is happening at a rate not seen in the past 10,000 years  ",s
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,Where does the earth store the majority of extra energy?,Earth stores 90% of the extra energy in the ocean,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How did the end of last ice age impacted life on earth?,"The end of the last ice age about 11,700 years ago marks the beginning of the modern climate era — and of human civilization",f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,When did the climate change start?  ,1970s,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How many cycles of ice ages and warmer periods have there been?  ,eight,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How long has the last ice age been?  ,"11,700 years ago",f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What have scientists done to see the big picture?  ,Orbiting satellites and new technologies,s
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What is the planet's main source of heat?  ,Carbon dioxide,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What is the ancient evidence of climate change in nature?  ,"Ancient evidence can also be found in tree rings, ocean sediments, coral reefs, and layers of sedimentary rocks",f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What is the cause of the rising temperature?  ,Increased carbon dioxide emissions into the atmosphere and other human activities,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What does the ocean store?  ,90% of the extra energy,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,How much has the acidity of the oceans been increasing since the beginning of the Industrial Revolution?  ,30%[1],a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,Why is the acidity of the ocean increasing?  ,humans emitting more carbon dioxide into the atmosphere,s
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What has the ocean absorbed?  ,Between 20% and 30% of total anthropogenic carbon dioxide emissions,a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What are the two ice sheets that are shrinking?,Greenland and Antarctic,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What agency is responsible for the data on Greenland?  ,NASA,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,What did the Gravity Recovery and Climate Experiment by NASA demonstrates?,Greenland lost an average of 279 billion tons of ice per year between 1993 and 2019  [2],o/a
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,When did Greenland lose an average of 279 billion tons of ice?  ,between 1993 and 2019,f
Climate change evidence,https://qutii.org/index.php/Climate_change_evidence,climate change,Which continent has experienced the largest amount of ice loss?  ,between 20% and 30%[1],a
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change ,Anthropogenic methane,Methane emissions derived from human activities such as,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,,"coal mining, agricultural practices, wastewater treatment,",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,,"certain industrial processes, and oil and gas systems.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Baseline or reference,"The state against which change is measured. In the context of climate change transformation pathways, the term ‘baseline scenarios’ refers to scenarios based on the assumption that no mitigation policies or measures will be implemented beyond those already in force and/or legislated or planned to be adopted.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,,"Baseline scenarios are not intended to be predictions of the future, but rather counterfactual constructions that can serve to",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,,highlight the level of emissions that would occur without further policy efforts.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Carbon border adjustment mechanisms,"Mechanisms that act to equalize the price of carbon between domestic products and imports, to eliminate financial incentives to relocate production outside regions with strong climate controls.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Carbon dioxide emission budget,"For a given temperature rise limit, for example a 1.5°C or 2°C",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,,"long-term limit, the corresponding carbon budget reflects the total amount of carbon emissions that can be emitted for temperatures to stay below that limit.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Carbon dioxide equivalent (CO2e),"A way to place emissions of various radiative forcing agents on a common footing by accounting for their effect on the climate. It describes, for a given mixture and amount GHGs, the amount of CO2 that would have the same global warming ability, when measured over a specified time period.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Carbon markets,"A term for a carbon trading system through which countries may buy or sell units of GHG emissions in an effort to meet their national limits on emissions, either under the Kyoto Protocol or under other agreements, such as that among member States of the European Union.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Carbon neutrality,"Is achieved when an actor’s net contribution to global CO2 emissions is zero. Any CO2 emissions attributable to an actor’s activities are fully compensated by CO2 reductions or removals exclusively claimed by the actor, irrespective of the time period or the relative magnitude of emissions and removals involved.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Carbon price,"The price for a voided or released CO2 or CO2e emissions. This may refer to the rate of a carbon tax, or the price of emission permits.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Conditional nationally determined contribution,"A conditional nationally determined contribution proposed by some countries that is contingent on a range of possible conditions, such as the ability of national legislatures to enact the necessary laws, ambitious action from other countries, realization of finance and technical support, or other factors.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Double counting,"Double counting involves two countries taking credit for the same emissions reductions, thereby giving the impression that the world has reduced emissions more than it actually has.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Emissions trading,A market-based instrument used to limit emissions. The environmental objective or sum of total allowed emissions is expressed as an emissions cap.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,,The cap is divided in tradable emission permits that are allocated – either by auctioning or handing out for free – to entities within the jurisdiction of the trading scheme.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Financial system,"A financial system is a set of global, regional or firm-specific institutions and practices used to facilitate the exchange of funds. Financial systems can be organized using market principles, central planning, or a hybrid of both.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Food security,"A situation that exists when all people, at all times, have physical, social and economic access to sufficient, safe and nutritious food that meets their dietary needs and food preferences for an active and healthy life.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Food systems,"Food systems are the public policy decisions, the national and global systems (including production, farming, processing and global supply chains), and the individuals and groups (public and private), that influence the quantity and quality of food available for all.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Global warming potential,An index representing the combined effect of the differing times GHGs remain in the atmosphere and their relative effectiveness in absorbing outgoing infrared radiation.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Greenhouse gases (GHGs),The atmospheric gases responsible for causing global warming and climatic change.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,,"The major GHGs are carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O).",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Integrated assessment models,"Models that seek to combine knowledge from multiple disciplines in the form of equations and/or algorithms, in order to explore complex environmental problems. As such, they describe the full chain of climate change, from production of GHGs to atmospheric responses. This necessarily includes relevant links and feedbacks between socioeconomic and biophysical processes.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Intended nationally determined contribution,"Intended NDCs are submissions from countries describing the national actions that they intend to take to reach the Paris Agreement’s long-term temperature goal of limiting warming to well below 2°C. Once a country has ratified the Paris Agreement, its intended NDC is automatically converted to its NDC, unless it chooses to further update it.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Kyoto Protocol,"An international agreement signed in 1997 and which came into force in 2005, standing on its own, and requiring separate ratification by governments, but linked to the UNFCCC.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,"Land use, land-use change and forestry","A GHG inventory sector that covers emissions and removals of GHGs resulting from direct human-induced land use, land- use change and forestry activities.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Least-cost pathway,"Least-cost pathway scenarios identify the least expensive combination of mitigation options to fulfil a specific climate target. A least-cost scenario is based on the premise that, if an overarching climate objective is set, society wants to achieve this at the lowest possible cost over time.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Likely chance,A likelihood greater than 66 per cent chance. Used in assessments to convey the probabilities of meeting temperature limits.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Mitigation,"In the context of climate change, mitigation relates to a human intervention to reduce the sources or ennhance the sinks of GHGs. Examples include using fossil fuels more efficiently for industrial processes or electricity generation, switching to solar energy or wind power, improving the insulation of buildings, and expanding forests and other ‘sinks’ to remove greater amounts of CO2 from the atmosphere.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Nationally determined contribution (NDC),Submissions by countries that have ratified the Paris Agreement which presents their national efforts to reach the Paris Agreement’s long-term temperature goal of limiting warming to well below 2°C.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Offset,"In climate policy, a unit of CO2e emissions that is reduced, avoided or sequestered to compensate for emissions occurring elsewhere.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Purchasing power parity,A measurement that economists use to compare the spending power between two or more nations.,f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Scenario,"A description of how the future may unfold based on ‘if-then’ propositions. Scenarios typically include an initial socioeconomic situation and a description of the key driving forces and future changes in emissions, temperatures, or other climate change-related variables.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,S-curve,"Adoption of new technologies often follows an S-curve trajectory. Under an S-curve, growth follows a non- linear pattern in which the curve initially increases slowly, before accelerating rapidly to a faster linear growth rate. As the variable approaches a new saturation point, the growth rate decelerates until a steady state is reached.",f
Climate change glossary,https://qutii.org/index.php/Climate_change_glossary,climate change,Source,"Any process, activity or mechanism that releases a GHG, an aerosol or a precursor of a GHG or aerosol into the atmosphere.",f
Decarbonization Day Decarbonization in Japan,https://qutii.org/index.php/Decarbonization_Day_Decarbonization_in_Japan,pollution ,Which gas accounts for 90% of Japan's greenhouse gas emissions?,CO2 constitutes around 90% of Japan's greenhouse gas emissions.[1],f
Decarbonization Day Decarbonization in Japan,https://qutii.org/index.php/Decarbonization_Day_Decarbonization_in_Japan,pollution,What is the goal of the Japanese government for carbon neutrality?,Japan aims to reduce CO2 emissions by 46% in 2030 and achieve carbon neutrality by 2050.[2],r
Decarbonization Day Decarbonization in Japan,https://qutii.org/index.php/Decarbonization_Day_Decarbonization_in_Japan,pollution,What are CO2 emissions per real GDP and how have they evolved over time in Japan?,"CO2 emissions per real GDP measure energy intensity and CO2 emission intensity. Energy intensity assesses how much energy is used to produce one unit of real GDP: the lower the energy intensity, the more efficient the source is. CO2 emission intensity estimates the CO2 emitted to produce one unit of energy: the lower the CO2 emission intensity is, the more decarbonised the energy source is.",s
Decarbonization Day Decarbonization in Japan,https://qutii.org/index.php/Decarbonization_Day_Decarbonization_in_Japan,pollution,,"Following the 1970s global energy crisis, energy intensity improved in Japan until the 1990s, thanks to the introduction of energy-saving technologies and more durable consumer goods. The improvement slowed to a halt in the 2000s due to capital constraints following the dot-com bubble and began improving again in the mid-2000s. Similarly, CO2 emission intensity improved until the 1990s, then stagnated until the mid-2000s. CO2 emission intensity increased following the Fukushima nuclear disaster, due to the closure of nuclear power plants across the country and the subsequent increased use of fossil fuels to power the country. [3]",s
Decarbonization Day Decarbonization in Japan,https://qutii.org/index.php/Decarbonization_Day_Decarbonization_in_Japan,pollution,How does the Japanese government plan to reduce the CO2 emissions?,"According to the 6th Strategic Energy Plan formulated by the Japanese Government, reducing the country's emissions can be achieved through mitigated energy intensity and emission intensity. First, the plan forecasts a decrease in overall energy consumption thanks to an increase in energy conversation. Second, the plan highlights the change needed in the energy mix (the sources of energy that power a country) to decrease emissions. To decarbonise its economy and reach this target, Japan aims to increase its share of renewables, restore nuclear power sources and decrease its share of fossil fuels. The country plans to prioritise fossil fuels with lower emissions such as Liquefied Natural Gas (LNG). [4]",s
Decarbonization Day Decarbonization in Japan,https://qutii.org/index.php/Decarbonization_Day_Decarbonization_in_Japan,pollution,What are the transition risks involved in Japan's decarbonisation process and how do they affect the economy?,"Transition risks occur when a country shifts to a low-carbon economy. These changes will affect the economy of the country. The main transition risks for Japan are energy prices and productivity. Decarbonisation will affect energy prices: a shift in the sources of energy required to produce electricity will involve a decrease in fossil fuels and an increase in renewables and nuclear power. Fluctuations in the price of renewables and fossil fuels would have a reasonably large impact on the real economy. Decarbonisation will also affect productivity: an improvement in energy intensity means that less energy is consumed, leading to more efficient and productive use of resources. Improvement in CO2 emission intensity is less straightforward. On the one hand, the cost to comply with environmental regulations might decrease productivity. On the other hand, goods that emit less CO2 might be positively viewed by consumers, thus creating added value. [5]",s
Decarbonization Day Decarbonization in Japan,https://qutii.org/index.php/Decarbonization_Day_Decarbonization_in_Japan,pollution,What is the main source of renewable energy predicted to be in 2030 in Japan?,Solar power is expected to be the principal source of renewable energy in Japan for the foreseeable future.[6],p
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution ,What do we need to do to prevent runaway global warming?,"To get on track to limiting global warming to 1.5°C, we would need to cut 45 per cent off current greenhouse gas emissions by 2030. For 2°C, we would need to cut 30 per cent.",s
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What are NDCs,"NDCs stand for nationally determined contributions, which represents how much annual greenhouse gas (GHG) emissions a country pledges to not exceed as part of its commitment to mitigating climate change. This is measured in gigatons of CO2 equivalent (GtCO2e).",r
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What global temperature increase will the Earth reach at current rates?,Policies currently in place with no additional action are projected to result in global warming of 2.8°C over the twenty-first century.,p
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,How can we limit global warming to only a 1.5°C temperature increase?,"To get on track for limiting global warming to 1.5°C, global annual GHG emissions must be reduced by 45 per cent compared with emissions projections under policies currently in place in just eight years, and they must continue to decline rapidly after 2030, to avoid exhausting the limited remaining atmospheric carbon budget.",s
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,Will the Earth be able to meet its global warming mitigation target if all the NDCs are implemented 100%?,"No, implementation of unconditional and conditional NDC scenarios will achieve global temperature increase projections to 2.6°C and 2.4°C respectively, which is far from the ideal target of less than 1.5°C.",s
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,Didn't the COVID-19 pandemic lockdown slowdown our emissions?,"The COVID-19 pandemic led to a short-lived reduction in global emissions. Total global GHG emissions dropped 4.7 per cent from 2019 to 2020. However, CO2 emissions rebounded to 2019 levels in 2021, with global coal emissions exceeding 2019 levels. Methane and nitrous oxide emissions remained steady from 2019 to 2021, and fluorinated gases continued to surge.",o/a
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,Which countries are most responsible for global greenhouse gas emissions?,"The top seven emitters (China, the EU27, India, Indonesia, Brazil, the Russian Federation and the United States of America) plus international transport accounted for 55 per cent of global GHG emissions in 2020. Collectively, G20 members are responsible for 75 per cent of global GHG emissions.",f
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What are the most recent annual emissions estimates?,Available data suggests that total global GHG emissions in 2021 will be similar to or even break the record 2019 levels.,p
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What are the current estimates of emissions per capita across the world?,"World average per capita GHG emissions were 6.3 tons of CO2 equivalent (tCO2e) in 2020. The United States of America remains far above this level at 14 tCO2e, the EU has an average of 7.2 tCO2e, and on the lower end, the least developed countries emit 2.3 tCO2e per capita annually.",a
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,Are G20 countries all reducing their emissions?,"Broadly, yes. Except for countries like, Turkey, Indonesia, India, Korea and Mexico, most G20 countries reached their emissions peak years ago and are declining. Some of the biggest declines include Canada , Indonesia and the UK.",o/a
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What is Brazil's commitment to GHG emission reduction?,"In its updated NDC, Brazil commits to reducing its GHG emissions by 37 per cent in 2025 and by 50 per cent in 2030 relative to 2005 levels. It has also committed to eliminating illegal deforestation by 2028.",r
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,How many G20 countries have pledged to reach net-zero emissions?,"A total of 19 G20 members have committed to achieving net-zero emissions, up from 17 as at COP 26.",f
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What is China's commitment to GHG emission reduction?,"To peak CO2 emissions and achieve carbon neutrality, China has released an Action Plan for Carbon Dioxide Peaking before 2030 and a Working Guidance for Carbon Dioxide Peaking and Carbon Neutrality. However, China also has expansive energy needs. By the end of 2021, the installed solar photovoltaics (PV) and wind capacity was more than 300 gigawatts (GW) and the government announced that it would increase coal production by 300 million tons in 2022.",r
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What is EU's commitment to GHG emission reduction?,"European Commission proposed legislation to boost the renovation and decarbonization of buildings and reduce methane emissions in the energy sector by 80 % in 2030. There are also proposals to invest €210 billion mostly in clean energy and industry, speed up permitting procedures for renewable energy projects, and increase ambitions for renewable energy and energy efficiency under the REPowerEU Plan.",r
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What is India's commitment to GHG emission reduction?,"In August 2022, the Cabinet approved an update of India’s NDC. which has led to major polices being pushed forward, including 1) electric vehicles (EVs), 2) co-firing of biomass pellets in thermal power plants by 7 per cent, 3) ethanol blending in petrol by 20 per cent, 4) inclusion of agroforestry and private forestry, 5) solarization of agricultural pumps, 6) clean cooking (by shifting to liquefied petroleum gas [LPG]), and 7) rooftop solar PV.",r
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What is Indonesia's commitment to GHG emission reduction?,"The Forestry and Other Land Use (FOLU) Net Sink 2030 plan was introduced February 2022. This regulation is expected to remove GHG emissions while implementing the energy transition and decarbonization. It is supported by the Electricity Supply Business Plan 2021–2030, which aims to achieve renewable energy capacity to account for 51.6 per cent of total power addition until 2030.",r
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What is Russia's commitment to GHG emission reduction?,"In November 2021, the Russian Federation updated their Transport Strategy which outlines measures including energy-efficient or electric vehicles, low-carbon infrastructure and alternative fuels intended to reduce transport emissions by 1.2 per cent relative to total emissions in 2017 by 2030. In 2021, the government approved strategic initiatives towards the development, use and export of low-carbon hydrogen energy.",r
Decarbonization Day Emissions global landscape,https://qutii.org/index.php/Decarbonization_Day_Emissions_global_landscape,pollution,What is the USA's commitment to GHG emission reduction?,"In August 2022, the United States of America enacted the Inflation Reduction Act, projected to reduce GHG emissions by 1 Gt. The Environmental Protection Agency estimates that their newly-adopted standards for light-duty vehicles will avoid more than 3 billion tons of GHG emissions through 2050.",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution ,What is the UN MARS intiative?,The Methane Alert and Response System (MARS) is a new initiative to scale up global efforts to detect and act on major emissions sources in a transparent manner and accelerate implementation of the Global Methane Pledge.,r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,,"MARS will be the first publicly available global system capable of transparently connecting methane detection to notification processes. It will use state-of-the-art satellite data to identify major emission events, notify relevant stakeholders, and support and track mitigation progress [1].",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,What percentage of human driven climate change is Methane responsible for?,Methane released by human activities is responsible for around 25% of anthropogenic climate change [1].,s
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,What is the function of the UN MARS intiative?,"MARS will alert governments, companies and operators about large methane sources to foster rapid mitigation action of this potent gas [1].",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,What is the problem with Methane emissions?,"Methane is a powerful greenhouse gas, contributing at least a quarter of today’s climate warming. According to the Intergovernmental Panel on Climate Change, we must cut methane emissions at least 30% by 2030 – the goal of the Global Methane Pledge – to keep the 1.5°C temperature limit within reach [1].",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,Who are the major financial backers of the UN MARS initiative?,"Developed in the framework of the Global Methane Pledge Energy Pathway – with initial funding from the European Commission, the US Government, Global Methane Hub, and the Bezos Earth Fund – MARS will allow UNEP to corroborate emissions reported by companies and characterize changes over time. MARS will be implemented with partners including the International Energy Agency, and the UNEP-hosted Climate and Clean Air Coalition.",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,,"In addition to supporting MARS, the Global Methane Hub and the Bezos Earth Fund are providing funding for other UNEP IMEO activities. These include baseline studies and initial work on agricultural methane emissions, where integrating multi-scale ground measurements with emerging satellite capacity is expected to provide improved quantification [1].",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,How does the UN MARS system work?,"Beginning with very large point sources from the energy sector, MARS will integrate data from the rapidly expanding system of methane-detecting satellites to include lower-emitting area sources and more frequent detection. Data on coal, waste, livestock and rice will be added gradually to MARS to support Global Methane Pledge implementation [1].",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,,"MARS will use data from global mapping satellites to identify very large methane plumes and methane hot spots and data from high-resolution satellites to then attribute the emissions to a specific source. UNEP will then notify governments and companies about the emissions, either directly or through partners, so that the responsible entity can take appropriate action.  ",r
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,Why should we take action on Methane emissions?,"“The science is clear. We need to reduce global methane emissions by at least 30 per cent by 2030, to keep 1.5°C alive. Fortunately, action on methane emissions are one of the most cost effective and impactful action a country can take,” said Marcelo Mena, CEO Global Methane Hub [1].",s
MARS,https://qutii.org/index.php/Decarbonization_Day_MARS,pollution,,"To keep the global temperature rise limited to 1.5 degrees, it is crucial that we tackle methane emissions. These emissions often peak in specific areas for limited amounts of time, for example in the energy sector due to leaks, venting, and flaring. Early detection of these peaks makes it possible to respond faster.",s
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,Which documents support/complement the Report of the Green Climate Fund?,FCCC/CP/2022/4 and Add.1.[1],r
Decisions -Green climate fund,https://qutii.org/index.php/Decisions_-Green_climate_fund,climate change,,Draft decision entitled “Matters relating to finance: guidance to the Green Climate Fund”[2],r
